ex_type,ex_name,ex_body_area,target_muscle,secondary_muscle_1,secondary_muscle_2,equipment
Muscle,Dumbbell One Arm Triceps Extension (On Bench),Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell One Arm Upright Row,Shoulders,Delts,Traps,Biceps,Dumbbell
Muscle,Dumbbell One Arm Wrist Curl,Lower Arms,Forearms,Biceps,Brachialis,Dumbbell
Muscle,Dumbbell One Arm Zottman Preacher Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell One Leg Fly On Exercise Ball,Chest,Pectorals,Shoulders,Triceps,Dumbbell
Muscle,Dumbbell Over Bench Neutral Wrist Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Over Bench One Arm Neutral Wrist Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Over Bench One Arm Reverse Wrist Curl,Lower Arms,Forearms,Biceps,Brachialis,Dumbbell
Muscle,Dumbbell Over Bench One Arm Wrist Curl,Lower Arms,Forearms,Biceps,Shoulders,Dumbbell
Muscle,Dumbbell Over Bench Revers Wrist Curl,Lower Arms,Forearms,Biceps,Brachialis,Dumbbell
Muscle,Dumbbell Over Bench Wrist Curl,Lower Arms,Forearms,Biceps,Brachialis,Dumbbell
Muscle,Dumbbell Palm Rotational Bent Over Row,Back,Upper Back,Biceps,Forearms,Dumbbell
Muscle,Dumbbell Palms In Incline Bench Press,Upper Arms,Triceps,Chest,Shoulders,Dumbbell
Muscle,Dumbbell Peacher Hammer Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Plyo Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Dumbbell
Muscle,Dumbbell Preacher Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Preacher Curl Over Exercise Ball,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Press On Exercise Ball,Chest,Pectorals,Shoulders,Triceps,Dumbbell
Muscle,Dumbbell Pronate-Grip Triceps Extension,Upper Arms,Triceps,Forearms,,Dumbbell
Muscle,Dumbbell Prone Incline Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Prone Incline Hammer Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Pullover,Chest,Pectorals,Latissimus Dorsi,Triceps,Dumbbell
Muscle,Dumbbell Pullover Hip Extension On Exercise Ball,Chest,Pectorals,Triceps,Shoulders,Dumbbell
Muscle,Dumbbell Pullover On Exercise Ball,Chest,Pectorals,Triceps,Latissimus Dorsi,Dumbbell
Muscle,Dumbbell Push Press,Shoulders,Delts,Triceps,Core,Dumbbell
Muscle,Dumbbell Raise,Shoulders,Delts,Traps,Rhomboids,Dumbbell
Muscle,Dumbbell Rear Delt Raise,Shoulders,Delts,Trapezius,Rhomboids,Dumbbell
Muscle,Dumbbell Rear Delt Row_Shoulder,Shoulders,Delts,Trapezius,Rhomboids,Dumbbell
Muscle,Dumbbell Rear Fly,Shoulders,Delts,Trapezius,Rhomboids,Dumbbell
Muscle,Dumbbell Rear Lateral Raise,Shoulders,Delts,Traps,Rhomboids,Dumbbell
Muscle,Dumbbell Rear Lateral Raise (Support Head),Shoulders,Delts,Traps,Rhomboids,Dumbbell
Muscle,Dumbbell Rear Lunge,Upper Legs,Glutes,Quadriceps,Hamstrings,Dumbbell
Muscle,Dumbbell Revers Grip Biceps Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Reverse Bench Press,Chest,Pectorals,Triceps,Shoulders,Dumbbell
Muscle,Dumbbell Reverse Fly,Shoulders,Delts,Trapezius,Rhomboids,Dumbbell
Muscle,Dumbbell Reverse Grip Incline Bench One Arm Row,Back,Upper Back,Biceps,Shoulders,Dumbbell
Muscle,Dumbbell Reverse Grip Incline Bench Two Arm Row,Back,Upper Back,Biceps,Forearms,Dumbbell
Muscle,Dumbbell Reverse Grip Row (Female),Back,Upper Back,Biceps,Forearms,Dumbbell
Muscle,Dumbbell Reverse Preacher Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Reverse Spider Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Reverse Wrist Curl,Lower Arms,Forearms,Biceps,Brachialis,Dumbbell
Muscle,Dumbbell Romanian Deadlift,Upper Legs,Glutes,Hamstrings,Lower Back,Dumbbell
Muscle,Dumbbell Rotation Reverse Fly,Shoulders,Delts,Trapezius,Rhomboids,Dumbbell
Muscle,Dumbbell Scott Press,Shoulders,Delts,Triceps,Chest,Dumbbell
Muscle,Dumbbell Seated Alternate Front Raise,Shoulders,Delts,Trapezius,Biceps,Dumbbell
Muscle,Dumbbell Seated Alternate Hammer Curl On Exercise Ball,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Seated Alternate Press,Shoulders,Delts,Triceps,Chest,Dumbbell
Muscle,Dumbbell Seated Alternate Shoulder,Shoulders,Delts,Triceps,Upper Back,Dumbbell
Muscle,Dumbbell Seated Bench Extension,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Seated Bent Arm Lateral Raise,Shoulders,Delts,Trapezius,Rhomboids,Dumbbell
Muscle,Dumbbell Seated Bent Over Alternate Kickback,Upper Arms,Triceps,Shoulders,Back,Dumbbell
Muscle,Dumbbell Seated Bent Over Triceps Extension,Upper Arms,Triceps,Shoulders,Back,Dumbbell
Muscle,Dumbbell Seated Bicep Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Seated Biceps Curl (On Stability Ball),Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Seated Biceps Curl To Shoulder Press,Upper Arms,Biceps,Shoulders,,Dumbbell
Muscle,Dumbbell Seated Calf Raise,Lower Legs,Calves,Hamstrings,,Dumbbell
Muscle,Dumbbell Seated Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Seated Front Raise,Shoulders,Delts,Trapezius,Biceps,Dumbbell
Muscle,Dumbbell Seated Hammer Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Seated Inner Biceps Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Seated Kickback,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Seated Lateral Raise,Shoulders,Delts,Traps,Upper Back,Dumbbell
Muscle,Dumbbell Seated Lateral Raise V. 2,Shoulders,Delts,Traps,Triceps,Dumbbell
Muscle,Dumbbell Seated Neutral Wrist Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Seated One Arm Bicep Curl On Exercise Ball With Leg Raised,Upper Arms,Biceps,Forearms,Shoulders,Dumbbell
Muscle,Dumbbell Seated One Arm Kickback,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Seated One Arm Rotate,Lower Arms,Forearms,Shoulders,Biceps,Dumbbell
Muscle,Dumbbell Seated One Leg Calf Raise,Lower Legs,Calves,Hamstrings,Glutes,Dumbbell
Muscle,Dumbbell Seated One Leg Calf Raise - Hammer Grip,Lower Legs,Calves,Hamstrings,Glutes,Dumbbell
Muscle,Dumbbell Seated One Leg Calf Raise - Palm Up,Lower Legs,Calves,Hamstrings,Glutes,Dumbbell
Muscle,Dumbbell Seated Palms Up Wrist Curl,Lower Arms,Forearms,Biceps,Shoulders,Dumbbell
Muscle,Dumbbell Seated Preacher Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Seated Revers Grip Concentration Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Seated Reverse Grip One Arm Overhead Tricep Extension,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Seated Shoulder Press,Shoulders,Delts,Triceps,Upper Back,Dumbbell
Muscle,Dumbbell Seated Shoulder Press (Parallel Grip),Shoulders,Delts,Triceps,Upper Back,Dumbbell
Muscle,Dumbbell Seated Triceps Extension,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Shrug,Back,Traps,Shoulders,,Dumbbell
Muscle,Dumbbell Side Bend,Core,Abs,Obliques,,Dumbbell
Muscle,Dumbbell Side Lying One Hand Raise,Shoulders,Delts,Trapezius,Rhomboids,Dumbbell
Muscle,Dumbbell Side Plank With Rear Fly,Back,Upper Back,Shoulders,Core,Dumbbell
Muscle,Dumbbell Single Arm Overhead Carry,Shoulders,Delts,Traps,Core,Dumbbell
Muscle,Dumbbell Single Leg Calf Raise,Lower Legs,Calves,Ankles,,Dumbbell
Muscle,Dumbbell Single Leg Deadlift,Upper Legs,Glutes,Hamstrings,Lower Back,Dumbbell
Muscle,Dumbbell Single Leg Deadlift With Stepbox Support,Upper Legs,Glutes,Hamstrings,Lower Back,Dumbbell
Muscle,Dumbbell Single Leg Split Squat,Upper Legs,Quads,Glutes,Hamstrings,Dumbbell
Muscle,Dumbbell Single Leg Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Dumbbell
Muscle,Dumbbell Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Dumbbell
Muscle,Dumbbell Standing Alternate Hammer Curl And Press,Upper Arms,Biceps,Forearms,Shoulders,Dumbbell
Muscle,Dumbbell Standing Alternate Overhead Press,Shoulders,Delts,Triceps,Core,Dumbbell
Muscle,Dumbbell Standing Alternate Raise,Shoulders,Delts,Traps,Forearms,Dumbbell
Muscle,Dumbbell Standing Alternating Tricep Kickback,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Standing Around World,Shoulders,Delts,Triceps,Forearms,Dumbbell
Muscle,Dumbbell Standing Bent Over One Arm Triceps Extension,Upper Arms,Triceps,Shoulders,Back,Dumbbell
Muscle,Dumbbell Standing Bent Over Two Arm Triceps Extension,Upper Arms,Triceps,Shoulders,Back,Dumbbell
Muscle,Dumbbell Standing Biceps Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Standing Calf Raise,Lower Legs,Calves,Ankles,,Dumbbell
Muscle,Dumbbell Standing Concentration Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Standing Front Raise Above Head,Shoulders,Delts,Trapezius,Biceps,Dumbbell
Muscle,Dumbbell Standing Inner Biceps Curl V. 2,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Standing Kickback,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Standing One Arm Concentration Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Standing One Arm Curl (Over Incline Bench),Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Standing One Arm Curl Over Incline Bench,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Standing One Arm Extension,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Standing One Arm Palm In Press,Shoulders,Delts,Triceps,Core,Dumbbell
Muscle,Dumbbell Standing One Arm Reverse Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Standing Overhead Press,Shoulders,Delts,Triceps,Upper Back,Dumbbell
Muscle,Dumbbell Standing Palms In Press,Shoulders,Delts,Triceps,Chest,Dumbbell
Muscle,Dumbbell Standing Preacher Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Standing Reverse Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Standing Triceps Extension,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Standing Zottman Preacher Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Step Up Single Leg Balance With Bicep Curl,Upper Arms,Biceps,Quadriceps,Glutes,Dumbbell
Muscle,Dumbbell Step-Up,Upper Legs,Glutes,Quadriceps,Hamstrings,Dumbbell
Muscle,Dumbbell Step-Up Lunge,Upper Legs,Quads,Glutes,Hamstrings,Dumbbell
Muscle,Dumbbell Step-Up Split Squat,Upper Legs,Quads,Glutes,Hamstrings,Dumbbell
Muscle,Dumbbell Stiff Leg Deadlift,Upper Legs,Glutes,Hamstrings,Lower Back,Dumbbell
Muscle,Dumbbell Straight Arm Pullover,Chest,Pectorals,Latissimus Dorsi,Triceps,Dumbbell
Muscle,Dumbbell Straight Leg Deadlift,Upper Legs,Glutes,Hamstrings,Lower Back,Dumbbell
Muscle,Dumbbell Sumo Pull Through,Upper Legs,Glutes,Hamstrings,Quadriceps,Dumbbell
Muscle,Dumbbell Supported Squat,Upper Legs,Quads,Glutes,Hamstrings,Dumbbell
Muscle,Dumbbell Tate Press,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Tricep Kickback With Stork Stance,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Twisting Bench Press,Upper Arms,Triceps,Chest,Shoulders,Dumbbell
Muscle,Dumbbell Upright Row,Shoulders,Delts,Traps,Biceps,Dumbbell
Muscle,Dumbbell Upright Row (Back Pov),Shoulders,Delts,Traps,Biceps,Dumbbell
Muscle,Dumbbell Upright Shoulder External Rotation,Shoulders,Delts,Rotator Cuff,Trapezius,Dumbbell
Muscle,Dumbbell Waiter Biceps Curl,Upper Arms,Biceps,Forearms,Shoulders,Dumbbell
Muscle,Dumbbell W-Press,Shoulders,Delts,Triceps,Chest,Dumbbell
Muscle,Dumbbell Zottman Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Zottman Preacher Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbells Seated Triceps Extension,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dynamic Chest Stretch (Male),Chest,Pectorals,Shoulders,Triceps,None
Muscle,Elbow Dips,Upper Arms,Triceps,Chest,Shoulders,None
Muscle,Elbow Lift - Reverse Push-Up,Back,Upper Back,Triceps,Shoulders,None
Muscle,Elbow-To-Knee,Core,Abs,Obliques,,None
Muscle,Elevator,Back,Upper Back,Shoulders,Trapezius,None
Muscle,Exercise Ball Alternating Arm Ups,Back,Lats,Shoulders,Core,Stability Ball
Muscle,Exercise Ball Back Extension With Arms Extended,Back,Spine,Glutes,Hamstrings,Stability Ball
Muscle,Exercise Ball Back Extension With Hands Behind Head,Back,Spine,Glutes,Hamstrings,Stability Ball
Muscle,Exercise Ball Back Extension With Knees Off Ground,Back,Spine,Glutes,Hamstrings,Stability Ball
Muscle,Exercise Ball Back Extension With Rotation,Back,Spine,Glutes,Hamstrings,Stability Ball
Muscle,Exercise Ball Dip,Upper Arms,Triceps,Chest,Shoulders,Stability Ball
Muscle,Exercise Ball Hip Flexor Stretch,Upper Legs,Glutes,Quadriceps,Hamstrings,Stability Ball
Muscle,Exercise Ball Hug,Back,Spine,Shoulders,Chest,Stability Ball
Muscle,Exercise Ball Lat Stretch,Back,Lats,Shoulders,Triceps,Stability Ball
Muscle,Exercise Ball Lower Back Stretch (Pyramid),Back,Lats,Glutes,Hamstrings,Stability Ball
Muscle,Exercise Ball Lying Side Lat Stretch,Back,Lats,Shoulders,Triceps,Stability Ball
Muscle,Exercise Ball On The Wall Calf Raise,Lower Legs,Calves,Hamstrings,Quadriceps,Dumbbell
Muscle,Exercise Ball On The Wall Calf Raise (Tennis Ball Between Ankles),Lower Legs,Calves,Hamstrings,Quadriceps,Dumbbell
Muscle,Exercise Ball On The Wall Calf Raise (Tennis Ball Between Knees),Lower Legs,Calves,Quadriceps,Hamstrings,Dumbbell
Muscle,Exercise Ball One Leg Prone Lower Body Rotation,Upper Legs,Glutes,Hamstrings,Quadriceps,Stability Ball
Muscle,Exercise Ball One Legged Diagonal Kick Hamstring Curl,Upper Legs,Glutes,Hamstrings,Calves,Stability Ball
Muscle,Exercise Ball Pike Push Up,Chest,Pectorals,Shoulders,Triceps,Stability Ball
Muscle,Exercise Ball Prone Leg Raise,Back,Spine,Abdominals,Glutes,Stability Ball
Muscle,Exercise Ball Seated Hamstring Stretch,Upper Legs,Hamstrings,Glutes,Lower Back,Stability Ball
Muscle,Exercise Ball Seated Triceps Stretch,Upper Arms,Triceps,Shoulders,,Stability Ball
Muscle,Exercise Ball Supine Triceps Extension,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Ez Bar French Press On Exercise Ball,Upper Arms,Triceps,Shoulders,,Ez Barbell
Muscle,Ez Bar Lying Bent Arms Pullover,Back,Lats,Triceps,Chest,Ez Barbell
Muscle,Ez Bar Lying Close Grip Triceps Extension Behind Head,Upper Arms,Triceps,Shoulders,,Ez Barbell
Muscle,Ez Bar Reverse Grip Bent Over Row,Back,Upper Back,Biceps,Forearms,Ez Barbell
Muscle,Ez Bar Seated Close Grip Concentration Curl,Upper Arms,Biceps,Forearms,,Ez Barbell
Muscle,Ez Bar Standing French Press,Upper Arms,Triceps,Shoulders,,Ez Barbell
Muscle,Ez Barbell Anti Gravity Press,Shoulders,Delts,Triceps,Chest,Ez Barbell
Muscle,Ez Barbell Close Grip Preacher Curl,Upper Arms,Biceps,Forearms,,Ez Barbell
Muscle,Ez Barbell Close-Grip Curl,Upper Arms,Biceps,Forearms,,Ez Barbell
Muscle,Ez Barbell Curl,Upper Arms,Biceps,Forearms,,Ez Barbell
Muscle,Ez Barbell Decline Close Grip Face Press,Upper Arms,Triceps,Chest,Shoulders,Ez Barbell
Muscle,Ez Barbell Decline Triceps Extension,Upper Arms,Triceps,Shoulders,,Ez Barbell
Muscle,Ez Barbell Incline Triceps Extension,Upper Arms,Triceps,Shoulders,,Ez Barbell
Muscle,Ez Barbell Jm Bench Press,Upper Arms,Triceps,Chest,Shoulders,Ez Barbell
Muscle,Ez Barbell Reverse Grip Curl,Upper Arms,Biceps,Forearms,,Ez Barbell
Muscle,Ez Barbell Reverse Grip Preacher Curl,Upper Arms,Biceps,Forearms,,Ez Barbell
Muscle,Ez Barbell Seated Curls,Upper Arms,Biceps,Forearms,,Ez Barbell
Muscle,Ez Barbell Seated Triceps Extension,Upper Arms,Triceps,Shoulders,,Ez Barbell
Muscle,Ez Barbell Spider Curl,Upper Arms,Biceps,Forearms,,Ez Barbell
Muscle,Ez Barbell Spider Curl,Upper Arms,Biceps,Forearms,,Ez Barbell
Muscle,Ez-Bar Biceps Curl (With Arm Blaster),Upper Arms,Biceps,Forearms,,Ez Barbell
Muscle,Ez-Bar Close-Grip Bench Press,Upper Arms,Triceps,Chest,Shoulders,Ez Barbell
Muscle,Ez-Barbell Standing Wide Grip Biceps Curl,Upper Arms,Biceps,Forearms,,Ez Barbell
Muscle,Farmers Walk,Upper Legs,Quads,Calves,Forearms,Dumbbell
Muscle,Finger Curls,Lower Arms,Forearms,Wrist Flexors,Grip Muscles,Barbell
Muscle,Flag,Core,Abs,Obliques,Shoulders,None
Muscle,Flexion Leg Sit Up (Bent Knee),Core,Abs,Hip Flexors,,None
Muscle,Flexion Leg Sit Up (Straight Arm),Core,Abs,Hip Flexors,Quadriceps,None
Muscle,Floor Fly (With Barbell),Chest,Pectorals,Deltoids,Triceps,Barbell
Muscle,Flutter Kicks,Upper Legs,Glutes,Hip Flexors,Lower Abs,None
Muscle,Forward Jump,Upper Legs,Quads,Calves,Hamstrings,None
Muscle,Forward Lunge (Male),Upper Legs,Glutes,Quadriceps,Hamstrings,None
Muscle,Frankenstein Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Frog Crunch,Core,Abs,Hip Flexors,,None
Muscle,Frog Planche,Core,Abs,Shoulders,Chest,None
Muscle,Front Lever,Core,Abs,Lats,Shoulders,None
Muscle,Front Lever Reps,Back,Upper Back,Core,Shoulders,None
Muscle,Front Plank With Twist,Core,Abs,Obliques,Shoulders,None
Muscle,Full Maltese,Core,Abs,Shoulders,Chest,None
Muscle,Full Planche,Core,Abs,Shoulders,Chest,None
Muscle,Full Planche Push-Up,Chest,Pectorals,Shoulders,Triceps,None
Muscle,Gironda Sternum Chin,Back,Lats,Biceps,Rhomboids,None
Muscle,Glute Bridge March,Upper Legs,Glutes,Hamstrings,Quadriceps,None
Muscle,Glute Bridge Two Legs On Bench (Male),Upper Legs,Glutes,Hamstrings,Core,None
Muscle,Glute-Ham Raise,Upper Legs,Hamstrings,Glutes,Lower Back,None
Muscle,Gorilla Chin,Core,Abs,Forearms,Biceps,None
Muscle,Groin Crunch,Core,Abs,Hip Flexors,Inner Thighs,None
Muscle,Hack Calf Raise,Lower Legs,Calves,Hamstrings,Glutes,Sled Machine
Muscle,Hack One Leg Calf Raise,Lower Legs,Calves,Hamstrings,Glutes,Sled Machine
Cardio,Half Knee Bends (Male),Cardio,Cardio,Quadriceps,Hamstrings,None
Muscle,Half Sit-Up (Male),Core,Abs,Hip Flexors,,None
Muscle,Hamstring Stretch,Upper Legs,Hamstrings,Glutes,,None
Muscle,Hands Bike,Chest,Pectorals,Triceps,Shoulders,Upper Body Ergometer
Muscle,Hands Clasped Circular Toe Touch (Male),Upper Legs,Glutes,Hamstrings,Quadriceps,None
Muscle,Hands Reversed Clasped Circular Toe Touch (Male),Upper Legs,Glutes,Hamstrings,Quadriceps,None
Muscle,Handstand,Upper Arms,Triceps,Shoulders,Core,None
Muscle,Handstand Push-Up,Upper Arms,Triceps,Shoulders,Chest,None
Muscle,Hanging Leg Hip Raise,Core,Abs,Hip Flexors,Lower Back,None
Muscle,Hanging Leg Raise,Core,Abs,Hip Flexors,,None
Muscle,Hanging Oblique Knee Raise,Core,Abs,Obliques,,None
Muscle,Hanging Pike,Core,Abs,Hip Flexors,Shoulders,None
Muscle,Hanging Straight Leg Hip Raise,Core,Abs,Hip Flexors,,None
Muscle,Hanging Straight Leg Raise,Core,Abs,Hip Flexors,,None
Muscle,Hanging Straight Twisting Leg Hip Raise,Core,Abs,Obliques,Hip Flexors,None
Cardio,High Knee Against Wall,Cardio,Cardio,Quadriceps,Hamstrings,None
Muscle,Hip Raise (Bent Knee),Core,Abs,Glutes,Hamstrings,None
Muscle,Hug Keens To Chest,Upper Legs,Glutes,Hamstrings,Quadriceps,None
Muscle,Hyght Dumbbell Fly,Chest,Pectorals,Shoulders,,Dumbbell
Muscle,Hyperextension,Back,Spine,Glutes,Hamstrings,None
Muscle,Hyperextension (On Bench),Back,Spine,Glutes,Hamstrings,None
Muscle,Impossible Dips,Upper Arms,Triceps,Chest,Shoulders,None
Muscle,Inchworm,Core,Abs,Shoulders,Hamstrings,None
Muscle,Inchworm V. 2,Core,Abs,Shoulders,Hamstrings,None
Muscle,Incline Close-Grip Push-Up,Upper Arms,Triceps,Chest,Shoulders,None
Muscle,Incline Leg Hip Raise (Leg Straight),Core,Abs,Hip Flexors,,None
Muscle,Incline Push Up Depth Jump,Chest,Pectorals,Triceps,Shoulders,None
Muscle,Incline Push-Up,Chest,Pectorals,Triceps,Shoulders,None
Muscle,Incline Push-Up (On Box),Chest,Pectorals,Triceps,Shoulders,None
Muscle,Incline Reverse Grip Push-Up,Chest,Pectorals,Triceps,Shoulders,None
Muscle,Incline Scapula Push Up,Chest,Serratus Anterior,Triceps,Shoulders,None
Muscle,Incline Twisting Sit-Up,Core,Abs,Obliques,,None
Muscle,Intermediate Hip Flexor And Quad Stretch,Upper Legs,Quads,Hamstrings,Glutes,Rope
Muscle,Inverse Leg Curl (Bench Support),Upper Legs,Hamstrings,Glutes,Calves,None
Muscle,Inverse Leg Curl (On Pull-Up Cable Machine),Upper Legs,Hamstrings,Glutes,Calves,None
Muscle,Inverted Row,Back,Upper Back,Biceps,Forearms,None
Muscle,Inverted Row Bent Knees,Back,Upper Back,Biceps,Forearms,None
Muscle,Inverted Row On Bench,Back,Upper Back,Biceps,Forearms,None
Muscle,Inverted Row V. 2,Back,Upper Back,Biceps,Forearms,None
Muscle,Inverted Row With Straps,Back,Upper Back,Biceps,Forearms,None
Muscle,Iron Cross Stretch,Upper Legs,Glutes,Hamstrings,Quadriceps,None
Muscle,Isometric Chest Squeeze,Chest,Pectorals,Triceps,Shoulders,None
Muscle,Isometric Wipers,Chest,Pectorals,Shoulders,Triceps,None
Cardio,Jack Burpee,Cardio,Cardio,Quadriceps,Hamstrings,None
Cardio,Jack Jump (Male),Cardio,Cardio,Quadriceps,Calves,None
Muscle,Jackknife Sit-Up,Core,Abs,Hip Flexors,,None
Muscle,Janda Sit-Up,Core,Abs,Hip Flexors,Lower Back,None
Cardio,Jump Rope,Cardio,Cardio,Calves,Quadriceps,Rope
Muscle,Jump Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,None
Muscle,Jump Squat V. 2,Upper Legs,Glutes,Quadriceps,Hamstrings,None
Muscle,Kettlebell Advanced Windmill,Core,Abs,Obliques,Shoulders,Kettlebell
Muscle,Kettlebell Alternating Hang Clean,Lower Arms,Forearms,Shoulders,Traps,Kettlebell
Muscle,Kettlebell Alternating Press,Shoulders,Delts,Triceps,Core,Kettlebell
Muscle,Kettlebell Alternating Press On Floor,Chest,Pectorals,Shoulders,Triceps,Kettlebell
Muscle,Kettlebell Alternating Renegade Row,Back,Upper Back,Core,Shoulders,Kettlebell
Muscle,Kettlebell Alternating Row,Back,Upper Back,Biceps,Forearms,Kettlebell
Muscle,Kettlebell Arnold Press,Shoulders,Delts,Triceps,Upper Back,Kettlebell
Muscle,Kettlebell Bent Press,Core,Abs,Shoulders,Triceps,Kettlebell
Muscle,Kettlebell Bottoms Up Clean From The Hang Position,Upper Arms,Biceps,Forearms,Shoulders,Kettlebell
Muscle,Kettlebell Double Alternating Hang Clean,Upper Arms,Biceps,Forearms,Shoulders,Kettlebell
Muscle,Kettlebell Double Jerk,Shoulders,Delts,Triceps,Core,Kettlebell
Muscle,Kettlebell Double Push Press,Shoulders,Delts,Triceps,Core,Kettlebell
Muscle,Kettlebell Double Snatch,Shoulders,Delts,Trapezius,Forearms,Kettlebell
Muscle,Kettlebell Double Windmill,Core,Abs,Shoulders,Hamstrings,Kettlebell
Muscle,Kettlebell Extended Range One Arm Press On Floor,Chest,Pectorals,Triceps,Shoulders,Kettlebell
Muscle,Kettlebell Figure 8,Core,Abs,Shoulders,Forearms,Kettlebell
Muscle,Kettlebell Front Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Kettlebell
Muscle,Kettlebell Goblet Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Kettlebell
Muscle,Kettlebell Hang Clean,Upper Legs,Hamstrings,Glutes,Quadriceps,Kettlebell
Muscle,Kettlebell Lunge Pass Through,Upper Legs,Glutes,Quadriceps,Hamstrings,Kettlebell
Muscle,Kettlebell One Arm Clean And Jerk,Shoulders,Delts,Triceps,Core,Kettlebell
Muscle,Kettlebell One Arm Floor Press,Chest,Pectorals,Triceps,Shoulders,Kettlebell
Muscle,Kettlebell One Arm Jerk,Shoulders,Delts,Triceps,Core,Kettlebell
Muscle,Kettlebell One Arm Military Press To The Side,Shoulders,Delts,Triceps,Core,Kettlebell
Muscle,Kettlebell One Arm Push Press,Shoulders,Delts,Triceps,Core,Kettlebell
Muscle,Kettlebell One Arm Row,Back,Upper Back,Biceps,Forearms,Kettlebell
Muscle,Kettlebell One Arm Snatch,Shoulders,Delts,Trapezius,Forearms,Kettlebell
Muscle,Kettlebell Pirate Supper Legs,Shoulders,Delts,Triceps,Forearms,Kettlebell
Muscle,Kettlebell Pistol Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Kettlebell
Muscle,Kettlebell Plyo Push-Up,Chest,Pectorals,Triceps,Shoulders,Kettlebell
Muscle,Kettlebell Seated Press,Shoulders,Delts,Triceps,Core,Kettlebell
Muscle,Kettlebell Seated Two Arm Military Press,Shoulders,Delts,Triceps,Upper Back,Kettlebell
Muscle,Kettlebell Seesaw Press,Shoulders,Delts,Triceps,Core,Kettlebell
